,Polygon,Length_A,Width_A,lat,lon,Length_M,Width_M,File,Month,Group,Month_Group
1,45,0.756118084,0.520075518,58.81983526,11.02278366,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
2,17,0.848997082,0.370514897,58.82366533,11.03225,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
3,14,0.929902656,0.432454916,58.84593295,10.97505265,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
4,5,0.937198931,0.369952141,58.82201008,11.03011727,1.124,0.38,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
5,18,0.944346218,0.41408365,58.82064043,11.01727585,1.107,0.387,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
6,4,0.944821395,0.361651217,58.84661883,10.97577238,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
7,5,0.955041065,0.367781757,58.84661008,10.97570878,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
8,18,0.959518818,0.384279252,58.82155699,11.03035042,1.02,0.38,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
9,4,0.959649049,0.370818738,58.82475491,11.03206558,NA,NA,June_Seal_Adults_Ramso_Right_Skerry_Day4,June,Adult,June Adult
10,8,0.963360823,0.377999863,58.82476983,11.03205168,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
11,13,0.970852162,0.396131,58.82375817,11.03228813,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
12,11,0.975413867,0.528574303,58.84619699,10.97517533,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
13,51,0.98663542,0.408111222,58.81993221,11.01687491,1.248,0.43,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
14,12,0.993469997,0.430401407,58.82041871,11.0227614,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
15,1,0.993664469,0.426522732,58.81897386,11.02760679,NA,NA,June_Seal_Adults_Meta_Day3,June,Adult,June Adult
16,19,0.99488307,0.371164252,58.82006566,11.02231916,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
17,42,0.99829267,0.352370941,58.82003066,11.01701297,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
18,30,1.00078576,0.369178143,58.8216183,11.03073469,1.005,0.388,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
19,30,1.00139325,0.387566972,58.8204497,11.01735441,1.253,0.396,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
20,43,1.002132062,0.38044957,58.8461117,10.97598809,1.092,0.416,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
21,8,1.016452727,0.394581055,58.82004843,11.02735983,NA,NA,June_Seal_Adults_Meta_Day4,June,Adult,June Adult
22,35,1.017562521,0.493169136,58.8203049,11.01738231,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
23,31,1.018459438,0.417040093,58.82033143,11.01743699,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
24,16,1.019925927,0.385355885,58.82370888,11.03224557,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
25,24,1.023894365,0.358940829,58.84641955,10.97593087,1.111,0.36,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
26,13,1.025618194,0.600644544,58.84603742,10.97509706,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
27,2,1.030605447,0.443815046,58.82206193,11.0301785,1.18,0.446,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
28,14,1.031179968,0.380981629,58.84562787,11.00394749,1.154,0.391,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
29,23,1.033418187,0.418447882,58.82040084,11.01733805,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
30,43,1.03866948,0.380010722,58.82029433,11.02232375,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
31,12,1.039335761,0.45712043,58.82201111,11.03005691,1.171,0.38,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
32,35,1.045558308,0.602527177,58.8203402,11.02245682,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
33,23,1.046150255,0.425716234,58.82108188,11.03008007,1.131,0.421,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
34,31,1.04793958,0.39491869,58.84635227,10.97519079,1.104,0.403,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
35,9,1.048906502,0.377707835,58.84597828,11.00381533,1.131,0.405,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
36,6,1.050349744,0.368343657,58.84660441,10.97572942,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
37,5,1.063484519,0.381622979,58.82073132,11.01696291,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
38,15,1.063807315,0.406781155,58.82050964,11.02296418,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
39,7,1.065759451,0.374714249,58.82431181,11.03184129,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
40,15,1.068193381,0.321582562,58.84561642,11.00393314,1.202,0.427,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
41,9,1.069343246,0.41767301,58.82003439,11.02738633,NA,NA,June_Seal_Adults_Meta_Day4,June,Adult,June Adult
42,14,1.070583585,0.383495285,58.82048257,11.01731667,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
43,40,1.076441345,0.388597822,58.82032553,11.01752159,1.167,0.414,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
44,6,1.077501995,0.363829477,58.8220018,11.03010636,1.216,0.42,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
45,45,1.080211684,0.348142161,58.82030604,11.01740624,1.214,0.372,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
46,29,1.080412221,0.373754708,58.82034671,11.01721352,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
47,19,1.080493388,0.323452696,58.82048927,11.02294747,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
48,20,1.080797189,0.348386664,58.82048358,11.02276661,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
49,28,1.081620499,0.414561768,58.82162155,11.0307218,0.885,0.359,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
50,18,1.082575192,0.352042824,58.84649115,10.97561616,1.384,0.448,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
51,11,1.0855701,0.420432937,58.82050955,11.0172554,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
52,17,1.085831673,0.385877469,58.82064204,11.01729945,1.072,0.396,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
53,36,1.085867698,0.480022068,58.82029477,11.01748944,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
54,1,1.088271496,0.367495487,58.82206893,11.03019582,1.006,0.399,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
55,10,1.089356235,0.374491911,58.8456958,11.00394723,1.273,0.393,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
56,11,1.091809261,0.430558414,58.84569095,11.00398022,1.299,0.448,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
57,20,1.093096551,0.371274029,58.82103675,11.03002411,1.033,0.37,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
58,1,1.093383367,0.426962895,58.82202434,11.03019519,1.33,0.42,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
59,1,1.093901424,0.374767051,58.8198121,11.01656437,1.178,0.392,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
60,28,1.094641975,0.410401201,58.84639302,10.97592468,1.164,0.45,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
61,13,1.095012597,0.436701439,58.82070824,11.01698748,1.226,0.402,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
62,7,1.095578898,0.426000584,58.82047588,11.0227858,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
63,8,1.095648739,0.384433634,58.82059457,11.01725648,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
64,19,1.095925855,0.356320262,58.84549408,10.9757259,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
65,41,1.099401239,0.358800163,58.82016733,11.01714186,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
66,16,1.099840785,0.342766683,58.82180274,11.03018281,1.24,0.36,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
67,1,1.100933796,0.367431604,58.84555794,11.00367501,1.207,0.388,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
68,13,1.101376206,0.389277556,58.82049778,11.01722864,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
69,12,1.101467459,0.487717797,58.82378763,11.03236224,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
70,2,1.101662582,0.405261074,58.82052092,11.02290143,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
71,2,1.102505852,0.347486111,58.82456707,11.03175347,NA,NA,June_Seal_Adults_Ramso_Right_Skerry_Day4,June,Adult,June Adult
72,24,1.107238545,0.405742588,58.82060049,11.01711834,1.081,0.357,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
73,21,1.11243958,0.370414092,58.8212467,11.03015216,1.245,0.39,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
74,26,1.113451736,0.421370833,58.82037577,11.01726251,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
75,18,1.11400991,0.412355224,58.82193063,11.0300416,1.137,0.415,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
76,20,1.114401861,0.343243823,58.84553582,11.0038788,1.34,0.397,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
77,24,1.115023944,0.38979865,58.82151403,11.03093332,1.27,0.37,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
78,17,1.119046353,0.362199876,58.82044421,11.01727984,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
79,17,1.119061949,0.378747817,58.8200743,11.02230567,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
80,21,1.122550171,0.383184185,58.8455359,11.00382337,1.174,0.383,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
81,13,1.123071988,0.348355639,58.84563749,11.00395471,1.021,0.332,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
82,5,1.126692092,0.384347164,58.82475043,11.03187601,NA,NA,June_Seal_Adults_Ramso_Right_Skerry_Day4,June,Adult,June Adult
83,34,1.127699747,0.421678991,58.82030889,11.01743005,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
84,31,1.12780848,0.382500659,58.82041857,11.02275015,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
85,18,1.127821461,0.367754584,58.82007193,11.02232537,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
86,7,1.128136382,0.414862689,58.82346734,11.03216325,NA,NA,June_Seal_Adults_Ramso_Right_Skerry_Day4,June,Adult,June Adult
87,32,1.129389921,0.389527802,58.82032254,11.01749829,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
88,29,1.135589837,0.382893332,58.82042351,11.02276457,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
89,49,1.136333713,0.432297979,58.84577152,10.97558973,1.226,0.446,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
90,32,1.136858749,0.386544079,58.8204114,11.02274593,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
91,25,1.138515973,0.366442216,58.84640977,10.97592686,1.149,0.38,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
92,16,1.141845066,0.394378479,58.82064893,11.01729247,1.092,0.397,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
93,2,1.143572481,0.345827216,58.82456066,11.03176652,NA,NA,June_Seal_Adults_Ramso_R_Day3,June,Adult,June Adult
94,10,1.144004461,0.365083892,58.82197315,11.03015983,1.02,0.42,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
95,15,1.144409991,0.455958848,58.84574106,10.97549919,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
96,46,1.144610575,0.355145059,58.82030389,11.01738065,1.171,0.402,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
97,24,1.144686591,0.369357975,58.8204554,11.02276604,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
98,4,1.14538029,0.459535513,58.82050038,11.02282867,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
99,4,1.146865245,0.331410573,58.82073717,11.01698306,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
100,4,1.149165017,0.46361111,58.84668907,10.97551168,1.16,0.355,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
101,38,1.149954292,0.430013339,58.84620642,10.97592186,1.118,0.394,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
102,23,1.150887037,0.440946618,58.82060949,11.01730887,1.203,0.423,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
103,22,1.152321007,0.42117566,58.8204735,11.02276339,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
104,33,1.153887248,0.434001342,58.82031424,11.01746358,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
105,8,1.153919292,0.424980515,58.8219807,11.03023753,1.19,0.434,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
106,5,1.154346946,0.37884012,58.82048301,11.02277077,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
107,13,1.155409591,0.361934552,58.82183762,11.03033335,1.19,0.404,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
108,38,1.155439265,0.381435967,58.82092852,11.03043412,1.073,0.377,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
109,1,1.156519949,0.414161578,58.82052538,11.02292039,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
110,17,1.157537057,0.37278557,58.84556273,11.003875,1.244,0.415,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
111,10,1.159593075,0.411235148,58.82044736,11.02276395,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
112,25,1.161333247,0.458447758,58.82176922,11.03051226,1.134,0.431,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
113,36,1.162484365,0.421921625,58.84621927,10.97591812,1.292,0.417,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
114,21,1.163201413,0.44656224,58.82062205,11.01730166,1.228,0.41,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
115,1,1.163478298,0.482795951,58.82075711,11.01698193,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
116,39,1.163539667,0.374606984,58.82092165,11.03049602,1.159,0.391,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
117,50,1.163966702,0.404800057,58.84575088,10.97558162,1.181,0.386,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
118,11,1.16452828,0.336605316,58.82042808,11.02277535,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
119,9,1.164539128,0.395609219,58.82052837,11.02280076,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
120,30,1.165135353,0.396027208,58.8204222,11.02264301,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
121,38,1.165496626,0.346242542,58.82019461,11.01718926,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
122,26,1.165707802,0.387617839,58.82044306,11.02277439,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
123,22,1.166814879,0.364577915,58.8216057,11.03068793,1.2,0.377,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
124,40,1.170331841,0.360229697,58.82017584,11.01717464,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
125,1,1.170797055,0.402538403,58.82055199,11.02277897,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
126,12,1.171498434,0.37752592,58.84607257,10.9747625,NA,NA,June_Seal_Adults_Vasknar_Day4,June,Adult,June Adult
127,31,1.172309796,0.46681317,58.82107002,11.03048646,1.383,0.451,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
128,7,1.174733244,0.387850312,58.84599175,11.00377543,1.121,0.403,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
129,37,1.176254796,0.397661116,58.82092784,11.03044398,1.113,0.415,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
130,6,1.177555662,0.373589717,58.82047685,11.02300523,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
131,25,1.178229156,0.375309404,58.82044509,11.02304593,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
132,26,1.18028605,0.379195421,58.84549844,11.00386007,1.336,0.404,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
133,40,1.181386153,0.345319456,58.82032144,11.0225467,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
134,8,1.181888764,0.39014229,58.84598016,11.00383374,1.248,0.397,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
135,10,1.182232289,0.354010419,58.82055393,11.01724051,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
136,35,1.183588216,0.365797646,58.82094986,11.0304427,1.168,0.383,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
137,12,1.183876096,0.383515793,58.84564459,11.00397566,1.04,0.401,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
138,25,1.184369871,0.41519322,58.82059535,11.01730938,1.228,0.431,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
139,39,1.187422216,0.442209472,58.82018438,11.01717335,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
140,52,1.190291112,0.384233877,58.81992733,11.01687042,1.322,0.429,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
141,39,1.191380799,0.399658665,58.82032644,11.02226655,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
142,26,1.191661411,0.41120951,58.82054079,11.01732338,1.242,0.441,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
143,9,1.193460399,0.399217214,58.82197335,11.03022181,1.23,0.415,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
144,5,1.194151097,0.368959432,58.84599078,11.00382964,1.111,0.404,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
145,53,1.194555685,0.394428812,58.81992408,11.0168359,0.996,0.397,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
146,33,1.195598721,0.375703575,58.82038406,11.01735356,1.113,0.359,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
147,16,1.196186883,0.44291036,58.82044928,11.01733719,NA,NA,June_Seal_Adults_Svartakalva_Day3,June,Adult,June Adult
148,6,1.196442788,0.342429268,58.82204426,11.03020697,1.18,0.381,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
149,2,1.197645664,0.401114243,58.82077943,11.01700728,1.282,0.427,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
150,11,1.198317267,0.45562334,58.8219624,11.03007227,1.09,0.47,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
151,19,1.198488377,0.38200844,58.82063659,11.01712183,1.18,0.409,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
152,19,1.198787235,0.428312594,58.82106169,11.03005496,1.16,0.382,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
153,48,1.199734038,0.365352059,58.84578357,10.9755949,1.153,0.347,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
154,34,1.199857612,0.415651935,58.82032711,11.02319563,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
155,3,1.200026325,0.379663326,58.82432752,11.03185117,NA,NA,June_Seal_Adults_Ramso_Right_Skerry_Day4,June,Adult,June Adult
156,10,1.20051384,0.407814482,58.82202332,11.03015277,1.106,0.397,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
157,2,1.204288649,0.448576009,58.8467335,10.97547547,1.178,0.468,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
158,15,1.205140888,0.384447887,58.82197708,11.03009244,1.118,0.374,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
159,21,1.206781988,0.434146051,58.84643852,10.97596364,1.152,0.444,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
160,19,1.207964629,0.397450998,58.84553622,11.00396678,1.3,0.394,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
161,35,1.208190923,0.427560744,58.82034772,11.01748941,1.32,0.428,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
162,3,1.209360815,0.41099718,58.82051211,11.02296077,NA,NA,June_Seal_Adults_Vitakalv_Day3,June,Adult,June Adult
163,16,1.209670462,0.378244033,58.82196511,11.03005533,1.179,0.383,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
164,6,1.210138019,0.422287943,58.82006662,11.02738659,NA,NA,June_Seal_Adults_Meta_Day4,June,Adult,June Adult
165,27,1.211024898,0.375775751,58.82043846,11.02275974,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
166,4,1.211246468,0.40702118,58.82201238,11.03016085,1.386,0.43,June_Seal_Adults_Flaton_Day3,June,Adult,June Adult
